run_id,kem_algorithm,kem_resolved,latency_ms,loss_pct,loss_rate,rate_hz,payload_bytes,duration_s,messages_sent,messages_received,delivery_ratio,handshake_ms,p50_decrypt_ms,p95_decrypt_ms,p99_decrypt_ms,invalid_tag_count,replay_count,parse_fail_count,public_key_bytes,ciphertext_bytes,cpu_percent,memory_mb,timestamp
run_0000,ML-KEM-512,ML-KEM-512,10,0,0,1,128,30,30,30,1.0,12.807952065324725,0.9929952665400492,1.3217551054912233,1.479081269031611,0,0,0,800,768,35.82191749769031,50.69521305311907,2025-11-21T02:26:25.859603
run_0001,ML-KEM-512,ML-KEM-512,10,0,0,1,128,30,30,30,1.0,15.216246367053827,1.0359987041351484,1.4982915314185397,1.9690765500388383,2,0,0,800,768,35.534100145505704,81.69220051562777,2025-11-21T02:26:25.859959
run_0002,ML-KEM-512,ML-KEM-512,10,0,0,1,128,30,30,29,0.9666666666666667,14.353512228449418,0.6475207873261632,1.2096488303870327,1.2140864151797262,1,1,0,800,768,12.080839026254964,60.07780013774266,2025-11-21T02:26:25.860317
run_0003,ML-KEM-512,ML-KEM-512,10,0,0,1,256,30,30,29,0.9666666666666667,15.824781167807966,1.007353771729779,1.4331488054552701,1.8103324357883364,0,0,0,800,768,21.293901006341486,131.0553330781833,2025-11-21T02:26:25.860636
run_0004,ML-KEM-512,ML-KEM-512,10,0,0,1,256,30,30,30,1.0,12.372091847303876,0.874213143321522,1.6487817457829423,2.1922154541847254,0,0,0,800,768,26.113196254556435,108.68411180208791,2025-11-21T02:26:25.860957
run_0005,ML-KEM-512,ML-KEM-512,10,0,0,1,256,30,30,29,0.9666666666666667,14.64961456846602,0.7412385214178486,1.1129241341452412,1.6477627496375546,0,0,0,800,768,11.005973042073382,106.98896848713164,2025-11-21T02:26:25.861286
run_0006,ML-KEM-512,ML-KEM-512,10,0,0,1,512,30,30,29,0.9666666666666667,15.788429395770041,1.0097163077493274,1.7798903258400292,2.23915712101236,0,0,0,800,768,35.67089404318857,133.02198645669915,2025-11-21T02:26:25.861594
run_0007,ML-KEM-512,ML-KEM-512,10,0,0,1,512,30,30,30,1.0,12.96702273576608,1.0265723948575416,1.6887835515867833,1.8736070107178704,0,0,0,800,768,16.90026511863109,62.05668857772788,2025-11-21T02:26:25.861934
run_0008,ML-KEM-512,ML-KEM-512,10,0,0,1,512,30,30,28,0.9333333333333333,15.390600591376893,0.8800725509713815,1.3504656104865866,1.7095507474624796,0,0,0,800,768,25.224032012825084,50.638587171683355,2025-11-21T02:26:25.862331
run_0009,ML-KEM-512,ML-KEM-512,10,0,0,1,1024,30,30,30,1.0,11.488807737673497,1.0527034728583642,1.7840555922360108,2.0854150664392463,0,0,0,800,768,12.635994974345,85.06269312091808,2025-11-21T02:26:25.862641
run_0010,ML-KEM-512,ML-KEM-512,10,0,0,1,1024,30,30,30,1.0,15.603051804120854,1.1340042195435576,1.6943234976807051,1.7680369323005474,0,0,0,800,768,11.712605682679445,103.1169528001032,2025-11-21T02:26:25.862964
run_0011,ML-KEM-512,ML-KEM-512,10,0,0,1,1024,30,30,30,1.0,12.238007390186802,1.1111828815333764,1.7273446604167082,2.0858851064124657,0,0,0,800,768,15.443150430868808,102.51633836670601,2025-11-21T02:26:25.863264
run_0012,ML-KEM-512,ML-KEM-512,10,0,0,2,128,30,60,60,1.0,11.137517228914255,0.8379462014793553,1.3031778276980974,1.5045230065745114,0,1,0,800,768,30.644041182596265,93.7603124055392,2025-11-21T02:26:25.863780
run_0013,ML-KEM-512,ML-KEM-512,10,0,0,2,128,30,60,59,0.9833333333333333,14.325457522400896,0.9098063343983483,1.5165337877241951,1.6515966047098778,0,0,0,800,768,29.913690585267673,146.33944342135504,2025-11-21T02:26:25.864205
run_0014,ML-KEM-512,ML-KEM-512,10,0,0,2,128,30,60,59,0.9833333333333333,11.333077861926162,0.8407720400987989,1.1801026859629322,1.4069045340127568,1,0,0,800,768,34.94120543157129,109.89785081772106,2025-11-21T02:26:25.864648
run_0015,ML-KEM-512,ML-KEM-512,10,0,0,2,256,30,60,60,1.0,14.635497221892415,0.8086953407388882,1.4353239476843034,1.6334054433662182,0,0,0,800,768,32.85394574133092,88.6540506823028,2025-11-21T02:26:25.865082
